# Parameter sweep (sweep_forward)
# Simulation    : driftdiffusion
# Sweep variable: $Vg
# Data ordering : column
# Data:
# --------------------------------------------------
# Name                     Units          Type
# --------------------------------------------------
# anode.current            A/cm^2         real
# cathode.current          A/cm^2         real
# --------------------------------------------------
#
# $Vg anode.current cathode.current 
2.35 -0.000339936 0.000339936
2.375 -0.000358035 0.000358035
2.4 -0.000376669 0.000376669
2.425 -0.000395842 0.000395842
2.45 -0.000415558 0.000415558
2.475 -0.000435821 0.000435821
2.5 -0.000456634 0.000456634
2.525 -0.000478002 0.000478002
2.55 -0.000499928 0.000499928
2.575 -0.000522417 0.000522417
2.6 -0.000545471 0.000545471
2.625 -0.000569094 0.000569094
2.65 -0.000593291 0.000593291
2.675 -0.000618064 0.000618064
2.7 -0.000643417 0.000643417
2.725 -0.000669354 0.000669354
2.75 -0.000695877 0.000695877
2.775 -0.000722992 0.000722992
2.8 -0.0007507 0.0007507
2.825 -0.000779004 0.000779004
2.85 -0.00080791 0.00080791
2.875 -0.000837418 0.000837418
2.9 -0.000867533 0.000867533
2.925 -0.000898258 0.000898258
2.95 -0.000929595 0.000929595
2.975 -0.000961548 0.000961548
3 -0.00099412 0.00099412
3.025 -0.00102731 0.00102731
3.05 -0.00106113 0.00106113
3.075 -0.00109557 0.00109557
3.1 -0.00113065 0.00113065
3.125 -0.00116635 0.00116635
3.15 -0.00120269 0.00120269
3.175 -0.00123967 0.00123967
3.2 -0.00127728 0.00127728
3.225 -0.00131554 0.00131554
3.25 -0.00135444 0.00135444
3.275 -0.00139399 0.00139399
3.3 -0.00143419 0.00143419
3.325 -0.00147503 0.00147503
3.35 -0.00151653 0.00151653
3.375 -0.00155868 0.00155868
3.4 -0.00160148 0.00160148
3.425 -0.00164494 0.00164494
3.45 -0.00168906 0.00168906
3.475 -0.00173384 0.00173384
3.5 -0.00177928 0.00177928
3.525 -0.00182538 0.00182538
3.55 -0.00187213 0.00187213
3.575 -0.00191956 0.00191956
3.6 -0.00196764 0.00196764
3.625 -0.00201638 0.00201638
3.65 -0.00206579 0.00206579
3.675 -0.00211586 0.00211586
3.7 -0.00216658 0.00216658
3.725 -0.00221797 0.00221797
3.75 -0.00227002 0.00227002
3.775 -0.00232272 0.00232272
3.8 -0.00237607 0.00237607
3.825 -0.00243008 0.00243008
3.85 -0.00248473 0.00248473
3.875 -0.00254003 0.00254003
3.9 -0.00259596 0.00259596
3.925 -0.00265254 0.00265254
3.95 -0.00270973 0.00270973
3.975 -0.00276755 0.00276755
4 -0.00282598 0.00282598
4.025 -0.00288501 0.00288501
4.05 -0.00294463 0.00294463
4.075 -0.00300483 0.00300483
4.1 -0.00306558 0.00306558
4.125 -0.00312688 0.00312688
4.15 -0.0031887 0.0031887
4.175 -0.003251 0.003251
4.2 -0.00331376 0.00331376
4.225 -0.00337694 0.00337694
4.25 -0.00344049 0.00344049
4.275 -0.00350433 0.00350433
4.3 -0.00356838 0.00356838
4.325 -0.00363253 0.00363253
4.35 -0.00369661 0.00369661
4.375 -0.00376038 0.00376038
4.4 -0.00382345 0.00382345
4.425 -0.00388516 0.00388516
4.45 -0.00394414 0.00394414
4.475 -0.00399683 0.00399683
4.5 -0.00404168 0.00404168
4.525 -0.00406811 0.00406811
4.55 -0.00415263 0.00415263
4.575 -0.00424376 0.00424376
4.6 -0.00433574 0.00433574
4.625 -0.00436223 0.00436223
4.65 -0.00447963 0.00447963
4.675 -0.00456608 0.00456608
4.7 -0.00465003 0.00465003
4.725 -0.00473198 0.00473198
4.75 -0.00481368 0.00481368
4.775 -0.00489601 0.00489601
4.8 -0.00497921 0.00497921
4.825 -0.00506324 0.00506324
4.85 -0.00514805 0.00514805
4.875 -0.00523358 0.00523358
4.9 -0.00531981 0.00531981
4.925 -0.00540673 0.00540673
4.95 -0.00549432 0.00549432
4.975 -0.0055826 0.0055826
5 -0.00567156 0.00567156
5.025 -0.00576119 0.00576119
5.05 -0.00585151 0.00585151
5.075 -0.00594251 0.00594251
5.1 -0.00603419 0.00603419
5.125 -0.00612656 0.00612656
5.15 -0.00621962 0.00621962
5.175 -0.00631337 0.00631337
5.2 -0.00640782 0.00640782
5.225 -0.00650296 0.00650296
5.25 -0.0065988 0.0065988
5.275 -0.00669533 0.00669533
5.3 -0.00679257 0.00679257
5.325 -0.0068905 0.0068905
5.35 -0.00698914 0.00698914
5.375 -0.00708848 0.00708848
5.4 -0.00718852 0.00718852
5.425 -0.00728927 0.00728927
5.45 -0.00739071 0.00739071
5.475 -0.00749287 0.00749287
5.5 -0.00759572 0.00759572
5.525 -0.00769928 0.00769928
5.55 -0.00780355 0.00780355
5.575 -0.00790852 0.00790852
5.6 -0.00801419 0.00801419
5.625 -0.00812057 0.00812057
5.65 -0.00822765 0.00822765
5.675 -0.00833543 0.00833543
5.7 -0.00844391 0.00844391
5.725 -0.0085531 0.0085531
5.75 -0.00866298 0.00866298
5.775 -0.00877357 0.00877357
5.8 -0.00888485 0.00888485
5.825 -0.00899683 0.00899683
5.85 -0.00910951 0.00910951
5.875 -0.00922289 0.00922289
5.9 -0.00933696 0.00933696
5.925 -0.00945173 0.00945173
5.95 -0.00956719 0.00956719
5.975 -0.00968335 0.00968335
6 -0.00980019 0.00980019
6.025 -0.00991772 0.00991772
6.05 -0.0100359 0.0100359
6.075 -0.0101549 0.0101549
6.1 -0.0102745 0.0102745
6.125 -0.0103947 0.0103947
6.15 -0.0105157 0.0105157
6.175 -0.0106374 0.0106374
6.2 -0.0107597 0.0107597
6.225 -0.0108827 0.0108827
6.25 -0.0110064 0.0110064
6.275 -0.0111307 0.0111307
6.3 -0.0112558 0.0112558
6.325 -0.0113815 0.0113815
6.35 -0.0115079 0.0115079
6.375 -0.0116349 0.0116349
6.4 -0.0117627 0.0117627
6.425 -0.0118911 0.0118911
6.45 -0.0120201 0.0120201
6.475 -0.0121498 0.0121498
6.5 -0.0122802 0.0122802
6.525 -0.0124113 0.0124113
6.55 -0.012543 0.012543
6.575 -0.0126754 0.0126754
6.6 -0.0128084 0.0128084
6.625 -0.0129421 0.0129421
6.65 -0.0130764 0.0130764
6.675 -0.0132114 0.0132114
6.7 -0.0133471 0.0133471
6.725 -0.0134834 0.0134834
6.75 -0.0136203 0.0136203
6.775 -0.0137579 0.0137579
6.8 -0.0138962 0.0138962
6.825 -0.0140351 0.0140351
6.85 -0.0141746 0.0141746
6.875 -0.0143148 0.0143148
6.9 -0.0144556 0.0144556
6.925 -0.0145971 0.0145971
6.95 -0.0147392 0.0147392
6.975 -0.0148819 0.0148819
7 -0.0150253 0.0150253
7.025 -0.0151693 0.0151693
7.05 -0.015314 0.015314
7.075 -0.0154593 0.0154593
7.1 -0.0156052 0.0156052
7.125 -0.0157517 0.0157517
7.15 -0.0158989 0.0158989
7.175 -0.0160467 0.0160467
7.2 -0.0161951 0.0161951
7.225 -0.0163442 0.0163442
7.25 -0.0164939 0.0164939
7.275 -0.0166442 0.0166442
7.3 -0.0167952 0.0167952
7.325 -0.0169467 0.0169467
7.35 -0.0170989 0.0170989
7.375 -0.0172517 0.0172517
7.4 -0.0174052 0.0174052
7.425 -0.0175592 0.0175592
7.45 -0.0177139 0.0177139
7.475 -0.0178692 0.0178692
7.5 -0.0180252 0.0180252
7.525 -0.0181817 0.0181817
7.55 -0.0183389 0.0183389
7.575 -0.0184967 0.0184967
7.6 -0.0186551 0.0186551
7.625 -0.0188141 0.0188141
7.65 -0.0189738 0.0189738
7.675 -0.019134 0.019134
7.7 -0.0192949 0.0192949
7.725 -0.0194564 0.0194564
7.75 -0.0196185 0.0196185
7.775 -0.0197813 0.0197813
7.8 -0.0199447 0.0199447
7.825 -0.0201086 0.0201086
7.85 -0.0202733 0.0202733
7.875 -0.0204385 0.0204385
7.9 -0.0206043 0.0206043
7.925 -0.0207708 0.0207708
7.95 -0.0209379 0.0209379
7.975 -0.0211056 0.0211056
8 -0.0212739 0.0212739
