# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 Ec
# 3 Ev
# 4 ElPotential
# 5 ElField_x
# 6 ElField_y
# 7 ElField_z
# 8 Polarization_x
# 9 Polarization_y
# 10 Polarization_z
# x Ec Ev ElPotential ElField_x ElField_y ElField_z Polarization_x Polarization_y Polarization_z 
65.8872 -0.0091644 -3.44677 2.73644 0.00777879 0 0 -0.0151927 2.08532e-17 0.0247019 
66.1886 -0.0091644 -3.44677 2.73644 0.00902677 0 0 -0.0151927 2.08532e-17 0.0247019 
66.489 -0.0091644 -3.44677 2.73644 0.0104703 0 0 -0.0151927 2.08532e-17 0.0247019 
66.7885 -0.0091644 -3.44677 2.73644 0.0121393 0 0 -0.0151927 2.08532e-17 0.0247019 
67.0871 -0.0091644 -3.44677 2.73644 0.0140681 0 0 -0.0151927 2.08532e-17 0.0247019 
67.3849 -0.0091644 -3.44677 2.73644 0.0162963 0 0 -0.0151927 2.08532e-17 0.0247019 
67.6817 -0.0091644 -3.44677 2.73644 0.0188691 0 0 -0.0151927 2.08532e-17 0.0247019 
67.9777 -0.0091644 -3.44677 2.73644 0.0218384 0 0 -0.0151927 2.08532e-17 0.0247019 
68.2728 -0.0091644 -3.44677 2.73644 0.0252641 0 0 -0.0151927 2.08532e-17 0.0247019 
68.5669 -0.0091644 -3.44677 2.73644 0.0292143 0 0 -0.0151927 2.08532e-17 0.0247019 
68.8603 -0.0091644 -3.44677 2.73644 0.0337676 0 0 -0.0151927 2.08532e-17 0.0247019 
69.1527 -0.0091644 -3.44677 2.73644 0.0390137 0 0 -0.0151927 2.08532e-17 0.0247019 
69.4443 -0.0091644 -3.44677 2.73644 0.0450554 0 0 -0.0151927 2.08532e-17 0.0247019 
69.7349 -0.0091644 -3.44677 2.73644 0.0520104 0 0 -0.0151927 2.08532e-17 0.0247019 
70.0248 -0.00916439 -3.44677 2.73644 0.0600132 0 0 -0.0151927 2.08532e-17 0.0247019 
70.3137 -0.00916439 -3.44677 2.73644 0.0692179 0 0 -0.0151927 2.08532e-17 0.0247019 
70.6018 -0.00916439 -3.44677 2.73644 0.0798003 0 0 -0.0151927 2.08532e-17 0.0247019 
70.889 -0.00916439 -3.44677 2.73644 0.0919616 0 0 -0.0151927 2.08532e-17 0.0247019 
71.1754 -0.00916438 -3.44677 2.73644 0.105931 0 0 -0.0151927 2.08532e-17 0.0247019 
71.4609 -0.00916438 -3.44677 2.73644 0.121972 0 0 -0.0151927 2.08532e-17 0.0247019 
