# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 ProbabilityDensity_0
# 3 ProbabilityDensity_1
# 4 ProbabilityDensity_2
# 5 ProbabilityDensity_3
# 6 eDensity
# 7 hDensity
# x ProbabilityDensity_0 ProbabilityDensity_1 ProbabilityDensity_2 ProbabilityDensity_3 eDensity hDensity 
8.3123 524.633 5701.86 80965.6 782717 5.96128e+16 0 
8.73906 247.008 3064.73 56745.2 809416 3.72078e+16 0 
9.207 108.078 1549.56 38281.9 812556 2.26176e+16 0 
9.72008 43.643 732.582 24734.2 785468 1.33542e+16 0 
10.2827 16.1409 321.647 15202.9 722790 7.61786e+15 0 
10.8995 5.42068 130.091 8801.23 622351 4.15768e+15 0 
11.5759 1.63572 47.9258 4717.54 487641 2.13222e+15 0 
12.3175 0.436022 15.747 2260.83 330554 9.90439e+14 0 
13.1307 0.0980085 4.34864 886.884 173587 3.80683e+14 0 
14.0223 0.0147647 0.77668 207.894 50028.9 8.82044e+13 0 
15 1.50025e-17 7.89353e-16 2.11285e-13 5.08449e-11 0.089643 0 
