# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 ProbabilityDensity_0
# 3 ProbabilityDensity_1
# 4 ProbabilityDensity_2
# 5 ProbabilityDensity_3
# 6 ProbabilityDensity_4
# 7 ProbabilityDensity_5
# 8 ProbabilityDensity_6
# 9 ProbabilityDensity_7
# 10 ProbabilityDensity_8
# 11 ProbabilityDensity_9
# 12 ProbabilityDensity_10
# 13 ProbabilityDensity_11
# 14 ProbabilityDensity_12
# 15 eDensity
# 16 hDensity
# x ProbabilityDensity_0 ProbabilityDensity_1 ProbabilityDensity_2 ProbabilityDensity_3 ProbabilityDensity_4 ProbabilityDensity_5 ProbabilityDensity_6 ProbabilityDensity_7 ProbabilityDensity_8 ProbabilityDensity_9 ProbabilityDensity_10 ProbabilityDensity_11 ProbabilityDensity_12 eDensity hDensity 
1.26263 1.2759e+06 1.2759e+06 1.22598e+06 1.22598e+06 497868 497868 710225 710225 352152 352152 1.26097e+06 1.26097e+06 7999.35 0 1.42545e+19 
1.36364 1.27248e+06 1.27248e+06 1.2159e+06 1.2159e+06 572015 572015 584939 584939 405019 405019 1.33827e+06 1.33827e+06 4548.54 0 1.42143e+19 
1.46465 1.26825e+06 1.26825e+06 1.20495e+06 1.20495e+06 649051 649051 466150 466150 460158 460158 1.39101e+06 1.39101e+06 1995.14 0 1.4166e+19 
1.56566 1.26309e+06 1.26309e+06 1.19311e+06 1.19311e+06 728343 728343 356380 356380 517189 517189 1.417e+06 1.417e+06 456.786 0 1.4109e+19 
1.66667 1.25688e+06 1.25688e+06 1.18036e+06 1.18036e+06 809214 809214 257985 257985 575711 575711 1.41508e+06 1.41508e+06 4.71308 0 1.40428e+19 
1.76768 1.24952e+06 1.24952e+06 1.16669e+06 1.16669e+06 890948 890948 173101 173101 635306 635306 1.38518e+06 1.38518e+06 659.928 0 1.39669e+19 
1.86869 1.24087e+06 1.24087e+06 1.15207e+06 1.15207e+06 972792 972792 103593 103593 695540 695540 1.32834e+06 1.32834e+06 2391.7 0 1.38808e+19 
1.9697 1.23083e+06 1.23083e+06 1.13651e+06 1.13651e+06 1.05396e+06 1.05396e+06 51005.3 51005.3 755965 755965 1.24668e+06 1.24668e+06 5118.41 0 1.37843e+19 
2.07071 1.21927e+06 1.21927e+06 1.11998e+06 1.11998e+06 1.13366e+06 1.13366e+06 16522.5 16522.5 816123 816123 1.14335e+06 1.14335e+06 8710.79 0 1.36769e+19 
2.17172 1.20608e+06 1.20608e+06 1.10248e+06 1.10248e+06 1.21104e+06 1.21104e+06 929.928 929.928 875549 875549 1.02238e+06 1.02238e+06 12997.4 0 1.35584e+19 
2.27273 1.19114e+06 1.19114e+06 1.08399e+06 1.08399e+06 1.28527e+06 1.28527e+06 4587.1 4587.1 933769 933769 888571 888571 17772.5 0 1.34284e+19 
2.37374 1.17436e+06 1.17436e+06 1.06452e+06 1.06452e+06 1.35551e+06 1.35551e+06 27407.5 27407.5 990313 990313 747273 747273 22805.1 0 1.32867e+19 
2.47475 1.15565e+06 1.15565e+06 1.04405e+06 1.04405e+06 1.42093e+06 1.42093e+06 68848.6 68848.6 1.04471e+06 1.04471e+06 604206 604206 27850 0 1.31327e+19 
2.57576 1.13492e+06 1.13492e+06 1.0226e+06 1.0226e+06 1.4807e+06 1.4807e+06 127913 127913 1.09648e+06 1.09648e+06 465213 465213 32659.4 0 1.2966e+19 
