# Parameter sweep (sweep_forward)
# Simulation    : driftdiffusion
# Sweep variable: $Vg
# Data ordering : column
# Data:
# --------------------------------------------------
# Name                     Units          Type
# --------------------------------------------------
# anode.current            A/cm^2         real
# cathode.current          A/cm^2         real
# --------------------------------------------------
#
# $Vg anode.current cathode.current 
3.925 -0.00259155 0.00259155
3.95 -0.00263378 0.00263378
3.975 -0.0026766 0.0026766
4 -0.00272001 0.00272001
4.025 -0.00276403 0.00276403
4.05 -0.00280866 0.00280866
4.075 -0.00285393 0.00285393
4.1 -0.00289983 0.00289983
4.125 -0.00294639 0.00294639
4.15 -0.00299361 0.00299361
4.175 -0.00304152 0.00304152
4.2 -0.00309011 0.00309011
4.225 -0.00313941 0.00313941
4.25 -0.00318942 0.00318942
4.275 -0.00324017 0.00324017
4.3 -0.00329166 0.00329166
4.325 -0.00334391 0.00334391
4.35 -0.00339693 0.00339693
4.375 -0.00345074 0.00345074
4.4 -0.00350535 0.00350535
4.425 -0.00356078 0.00356078
4.45 -0.00361703 0.00361703
4.475 -0.00367414 0.00367414
4.5 -0.00373211 0.00373211
4.525 -0.00379095 0.00379095
4.55 -0.00385069 0.00385069
4.575 -0.00391134 0.00391134
4.6 -0.00397292 0.00397292
4.625 -0.00403545 0.00403545
4.65 -0.00409893 0.00409893
4.675 -0.0041634 0.0041634
4.7 -0.00422886 0.00422886
4.725 -0.00429533 0.00429533
4.75 -0.00436285 0.00436285
4.775 -0.00443141 0.00443141
4.8 -0.00450104 0.00450104
4.825 -0.00457177 0.00457177
4.85 -0.00464361 0.00464361
4.875 -0.00471658 0.00471658
4.9 -0.0047907 0.0047907
4.925 -0.00486599 0.00486599
4.95 -0.00494247 0.00494247
4.975 -0.00502018 0.00502018
5 -0.00509912 0.00509912
5.025 -0.00517931 0.00517931
5.05 -0.00526079 0.00526079
5.075 -0.00534358 0.00534358
5.1 -0.0054277 0.0054277
5.125 -0.00551316 0.00551316
5.15 -0.00560001 0.00560001
5.175 -0.00568826 0.00568826
5.2 -0.00577793 0.00577793
5.225 -0.00586906 0.00586906
5.25 -0.00596167 0.00596167
5.275 -0.00605578 0.00605578
5.3 -0.00615143 0.00615143
5.325 -0.00624863 0.00624863
5.35 -0.00634743 0.00634743
5.375 -0.00644784 0.00644784
5.4 -0.0065499 0.0065499
5.425 -0.00665363 0.00665363
5.45 -0.00675908 0.00675908
5.475 -0.00686625 0.00686625
5.5 -0.0069752 0.0069752
5.525 -0.00708594 0.00708594
5.55 -0.00719852 0.00719852
5.575 -0.00731297 0.00731297
5.6 -0.00742931 0.00742931
5.625 -0.00754758 0.00754758
5.65 -0.00766782 0.00766782
5.675 -0.00779007 0.00779007
5.7 -0.00791435 0.00791435
5.725 -0.00804071 0.00804071
5.75 -0.00816918 0.00816918
5.775 -0.00829981 0.00829981
5.8 -0.00843262 0.00843262
5.825 -0.00856766 0.00856766
5.85 -0.00870498 0.00870498
5.875 -0.0088446 0.0088446
5.9 -0.00898657 0.00898657
5.925 -0.00913094 0.00913094
5.95 -0.00927775 0.00927775
5.975 -0.00942703 0.00942703
6 -0.00957884 0.00957884
6.025 -0.00973323 0.00973323
6.05 -0.00989023 0.00989023
6.075 -0.0100499 0.0100499
6.1 -0.0102123 0.0102123
6.125 -0.0103774 0.0103774
6.15 -0.0105454 0.0105454
6.175 -0.0107162 0.0107162
6.2 -0.0108899 0.0108899
6.225 -0.0110666 0.0110666
6.25 -0.0112463 0.0112463
6.275 -0.0114291 0.0114291
6.3 -0.011615 0.011615
6.325 -0.0118041 0.0118041
6.35 -0.0119965 0.0119965
6.375 -0.0121922 0.0121922
6.4 -0.0123912 0.0123912
6.425 -0.0125936 0.0125936
6.45 -0.0127996 0.0127996
6.475 -0.013009 0.013009
6.5 -0.0132221 0.0132221
6.525 -0.0134389 0.0134389
6.55 -0.0136594 0.0136594
6.575 -0.0138837 0.0138837
6.6 -0.014112 0.014112
6.625 -0.0143441 0.0143441
6.65 -0.0145803 0.0145803
6.675 -0.0148206 0.0148206
6.7 -0.0150651 0.0150651
6.725 -0.0153138 0.0153138
6.75 -0.0155668 0.0155668
6.775 -0.0158242 0.0158242
6.8 -0.0160861 0.0160861
6.825 -0.0163526 0.0163526
6.85 -0.0166238 0.0166238
6.875 -0.0168996 0.0168996
6.9 -0.0171803 0.0171803
6.925 -0.0174659 0.0174659
6.95 -0.0177565 0.0177565
6.975 -0.0180521 0.0180521
7 -0.018353 0.018353
7.025 -0.0186591 0.0186591
7.05 -0.0189706 0.0189706
7.075 -0.0192876 0.0192876
7.1 -0.0196101 0.0196101
7.125 -0.0199383 0.0199383
7.15 -0.0202723 0.0202723
7.175 -0.0206121 0.0206121
7.2 -0.0209579 0.0209579
7.225 -0.0213099 0.0213099
7.25 -0.021668 0.021668
7.275 -0.0220325 0.0220325
7.3 -0.0224033 0.0224033
7.325 -0.0227808 0.0227808
7.35 -0.0231649 0.0231649
7.375 -0.0235558 0.0235558
7.4 -0.0239536 0.0239536
7.425 -0.0243585 0.0243585
7.45 -0.0247705 0.0247705
7.475 -0.0251899 0.0251899
7.5 -0.0256167 0.0256167
7.525 -0.026051 0.026051
7.55 -0.0264931 0.0264931
7.575 -0.0269431 0.0269431
7.6 -0.027401 0.027401
7.625 -0.0278671 0.0278671
7.65 -0.0283415 0.0283415
7.675 -0.0288243 0.0288243
7.7 -0.0293158 0.0293158
7.725 -0.029816 0.029816
7.75 -0.0303251 0.0303251
7.775 -0.0308433 0.0308433
7.8 -0.0313708 0.0313708
7.825 -0.0319077 0.0319077
7.85 -0.0324542 0.0324542
7.875 -0.0330105 0.0330105
7.9 -0.0335767 0.0335767
7.925 -0.0341531 0.0341531
7.95 -0.0347398 0.0347398
7.975 -0.035337 0.035337
8 -0.0359449 0.0359449
